"Insulation";"Temperature";"Num_Occupants";"Avg_Age";"Home_Size"
3.0;61.0;6.0;34.2;2.0
4.0;74.0;10.0;53.3;5.0
3.0;45.0;7.0;50.3;5.0
8.0;47.0;3.0;19.9;1.0
4.0;87.0;5.0;66.6;2.0
8.0;42.0;4.0;37.8;8.0
9.0;88.0;1.0;55.4;2.0
7.0;48.0;1.0;40.4;6.0
5.0;78.0;7.0;41.5;3.0
2.0;56.0;1.0;40.4;2.0
10.0;54.0;10.0;20.7;7.0
6.0;82.0;1.0;31.6;3.0
8.0;85.0;5.0;17.0;4.0
5.0;87.0;2.0;53.9;1.0
6.0;76.0;8.0;27.5;4.0
5.0;49.0;3.0;18.7;1.0
6.0;81.0;2.0;23.1;8.0
7.0;73.0;3.0;38.5;3.0
10.0;53.0;3.0;15.1;8.0
5.0;43.0;8.0;36.4;7.0
6.0;52.0;1.0;43.7;4.0
10.0;81.0;9.0;15.1;4.0
9.0;46.0;9.0;57.5;7.0
3.0;50.0;8.0;63.2;5.0
3.0;73.0;9.0;39.7;8.0
6.0;66.0;4.0;33.3;3.0
2.0;83.0;4.0;48.2;4.0
5.0;65.0;6.0;48.6;3.0
6.0;82.0;5.0;34.5;1.0
5.0;82.0;3.0;28.5;1.0
4.0;53.0;7.0;18.1;4.0
2.0;77.0;8.0;71.1;7.0
8.0;53.0;1.0;53.0;1.0
7.0;42.0;2.0;26.9;3.0
4.0;80.0;6.0;16.1;4.0
4.0;75.0;2.0;27.3;1.0
7.0;62.0;7.0;35.3;2.0
9.0;53.0;10.0;22.9;4.0
2.0;42.0;2.0;61.6;4.0
6.0;39.0;8.0;31.8;7.0
5.0;86.0;3.0;18.4;6.0
7.0;82.0;4.0;36.8;3.0
2.0;65.0;7.0;49.1;8.0
9.0;55.0;4.0;31.7;8.0
7.0;44.0;7.0;41.6;8.0
9.0;82.0;2.0;63.5;4.0
10.0;40.0;7.0;16.5;4.0
4.0;86.0;3.0;71.0;7.0
8.0;57.0;9.0;30.5;5.0
8.0;71.0;4.0;49.4;7.0
7.0;59.0;6.0;22.2;5.0
7.0;51.0;7.0;34.1;4.0
5.0;75.0;5.0;56.7;3.0
3.0;90.0;1.0;51.3;2.0
7.0;51.0;9.0;36.1;4.0
7.0;40.0;2.0;57.7;1.0
3.0;65.0;7.0;40.0;3.0
9.0;61.0;7.0;54.6;3.0
10.0;49.0;4.0;22.4;3.0
2.0;71.0;7.0;45.6;2.0
4.0;50.0;10.0;46.2;8.0
2.0;77.0;2.0;68.2;7.0
6.0;80.0;8.0;17.5;2.0
7.0;57.0;1.0;62.9;8.0
10.0;84.0;1.0;49.5;4.0
5.0;52.0;1.0;36.8;3.0
9.0;66.0;1.0;60.5;7.0
10.0;73.0;1.0;51.1;8.0
2.0;43.0;10.0;70.2;2.0
10.0;67.0;8.0;65.3;6.0
9.0;51.0;1.0;64.4;8.0
5.0;73.0;6.0;64.5;6.0
10.0;42.0;4.0;50.0;6.0
2.0;74.0;5.0;56.3;6.0
9.0;68.0;5.0;17.8;6.0
9.0;82.0;7.0;31.1;2.0
7.0;63.0;5.0;35.9;2.0
4.0;56.0;5.0;29.3;8.0
8.0;76.0;6.0;22.8;3.0
3.0;68.0;6.0;61.4;8.0
3.0;53.0;5.0;34.6;4.0
6.0;52.0;5.0;40.4;5.0
5.0;84.0;6.0;31.5;6.0
7.0;55.0;10.0;65.9;1.0
2.0;63.0;1.0;49.6;1.0
9.0;50.0;1.0;54.5;5.0
3.0;70.0;9.0;69.3;1.0
10.0;84.0;10.0;33.8;4.0
5.0;39.0;9.0;35.2;2.0
2.0;54.0;6.0;19.9;1.0
10.0;48.0;7.0;33.3;6.0
3.0;41.0;10.0;31.4;3.0
10.0;46.0;7.0;27.1;4.0
5.0;88.0;8.0;42.3;1.0
3.0;76.0;3.0;49.3;4.0
2.0;64.0;10.0;52.1;4.0
8.0;76.0;1.0;22.7;8.0
9.0;64.0;6.0;51.2;8.0
7.0;38.0;7.0;41.6;1.0
6.0;88.0;6.0;52.9;4.0
7.0;87.0;4.0;22.1;3.0
9.0;87.0;7.0;67.0;2.0
2.0;61.0;9.0;47.0;6.0
10.0;80.0;7.0;49.9;1.0
2.0;69.0;3.0;34.5;5.0
6.0;69.0;6.0;54.8;5.0
2.0;83.0;3.0;47.2;8.0
9.0;44.0;1.0;15.5;2.0
3.0;81.0;1.0;24.5;4.0
4.0;59.0;8.0;62.5;5.0
3.0;59.0;5.0;47.2;3.0
2.0;47.0;6.0;35.0;4.0
9.0;85.0;10.0;19.0;5.0
6.0;76.0;1.0;31.7;5.0
10.0;52.0;3.0;68.3;1.0
6.0;69.0;3.0;21.8;7.0
8.0;73.0;2.0;32.8;6.0
7.0;63.0;5.0;53.8;8.0
6.0;51.0;9.0;26.8;6.0
6.0;55.0;8.0;32.8;1.0
6.0;66.0;5.0;24.5;3.0
8.0;45.0;8.0;59.6;7.0
5.0;53.0;1.0;28.3;1.0
2.0;45.0;2.0;56.9;2.0
2.0;45.0;4.0;63.3;5.0
7.0;85.0;5.0;47.7;2.0
5.0;62.0;5.0;25.8;7.0
4.0;56.0;5.0;32.4;4.0
4.0;81.0;1.0;59.5;3.0
2.0;54.0;10.0;35.2;7.0
8.0;85.0;10.0;23.7;6.0
8.0;45.0;2.0;72.0;7.0
5.0;71.0;7.0;54.4;3.0
3.0;72.0;9.0;58.0;4.0
10.0;67.0;10.0;31.1;1.0
7.0;57.0;7.0;42.8;2.0
8.0;86.0;10.0;48.9;5.0
8.0;62.0;1.0;48.5;7.0
9.0;87.0;1.0;40.7;7.0
7.0;46.0;1.0;34.8;4.0
5.0;75.0;9.0;37.9;4.0
4.0;59.0;3.0;17.4;2.0
5.0;78.0;2.0;49.1;6.0
8.0;39.0;9.0;64.0;2.0
10.0;85.0;2.0;40.4;1.0
6.0;46.0;6.0;17.3;7.0
6.0;43.0;7.0;51.0;1.0
10.0;75.0;7.0;65.7;2.0
10.0;54.0;7.0;68.8;5.0
10.0;38.0;3.0;27.1;7.0
8.0;45.0;10.0;51.8;3.0
3.0;85.0;3.0;33.1;8.0
4.0;79.0;9.0;42.7;7.0
10.0;38.0;8.0;39.8;6.0
8.0;65.0;2.0;16.6;6.0
6.0;48.0;2.0;44.4;5.0
7.0;41.0;10.0;70.7;1.0
9.0;80.0;10.0;54.0;5.0
2.0;78.0;1.0;35.9;5.0
9.0;88.0;10.0;61.7;8.0
4.0;45.0;3.0;52.5;6.0
9.0;48.0;2.0;35.8;2.0
10.0;81.0;6.0;27.8;5.0
5.0;48.0;3.0;22.3;7.0
3.0;78.0;7.0;18.7;5.0
2.0;88.0;2.0;33.2;2.0
4.0;52.0;5.0;66.7;3.0
8.0;88.0;4.0;50.8;1.0
7.0;45.0;7.0;39.8;3.0
7.0;56.0;10.0;71.3;1.0
10.0;60.0;9.0;30.1;5.0
8.0;86.0;5.0;57.6;7.0
9.0;86.0;1.0;54.3;8.0
2.0;84.0;10.0;44.6;6.0
5.0;54.0;2.0;26.1;1.0
9.0;71.0;4.0;43.5;3.0
9.0;44.0;4.0;54.4;4.0
9.0;38.0;10.0;19.2;8.0
3.0;62.0;3.0;46.1;1.0
5.0;50.0;8.0;29.1;8.0
9.0;48.0;1.0;47.9;5.0
10.0;58.0;6.0;30.0;7.0
4.0;57.0;3.0;71.8;4.0
4.0;55.0;10.0;70.7;6.0
6.0;80.0;7.0;17.5;3.0
6.0;56.0;4.0;17.3;6.0
10.0;88.0;6.0;24.6;8.0
6.0;81.0;10.0;50.3;7.0
6.0;78.0;10.0;36.4;3.0
10.0;65.0;3.0;53.4;3.0
6.0;64.0;9.0;32.7;8.0
8.0;86.0;6.0;42.6;5.0
7.0;58.0;9.0;20.3;6.0
4.0;71.0;8.0;20.5;3.0
8.0;50.0;8.0;25.3;5.0
3.0;46.0;4.0;67.8;6.0
7.0;80.0;3.0;60.5;4.0
5.0;72.0;10.0;32.4;8.0
4.0;56.0;3.0;58.1;1.0
8.0;88.0;4.0;69.1;1.0
9.0;59.0;2.0;32.9;3.0
3.0;49.0;5.0;49.4;6.0
10.0;67.0;8.0;67.2;5.0
5.0;76.0;9.0;29.3;4.0
3.0;40.0;10.0;19.5;5.0
2.0;88.0;10.0;63.7;6.0
2.0;55.0;8.0;39.2;5.0
5.0;83.0;9.0;69.4;6.0
2.0;46.0;5.0;66.5;6.0
2.0;68.0;2.0;22.2;6.0
6.0;82.0;6.0;52.2;5.0
2.0;43.0;6.0;50.9;1.0
10.0;83.0;9.0;20.5;5.0
10.0;55.0;1.0;20.1;6.0
7.0;89.0;9.0;42.0;1.0
4.0;86.0;10.0;38.6;3.0
3.0;47.0;3.0;29.4;6.0
9.0;39.0;9.0;31.8;1.0
3.0;56.0;3.0;48.6;4.0
3.0;43.0;1.0;18.2;8.0
10.0;88.0;2.0;34.8;1.0
10.0;58.0;4.0;71.8;7.0
8.0;68.0;3.0;21.7;1.0
8.0;61.0;9.0;19.9;2.0
3.0;46.0;2.0;50.6;3.0
9.0;83.0;3.0;31.8;2.0
5.0;54.0;9.0;47.2;3.0
5.0;48.0;6.0;34.5;1.0
2.0;90.0;7.0;20.5;8.0
5.0;53.0;10.0;45.7;6.0
5.0;74.0;7.0;27.7;7.0
2.0;48.0;4.0;51.9;2.0
5.0;53.0;10.0;69.4;1.0
3.0;48.0;8.0;29.6;1.0
8.0;49.0;5.0;39.4;8.0
8.0;41.0;7.0;16.8;6.0
4.0;79.0;10.0;17.3;3.0
8.0;86.0;7.0;34.6;6.0
5.0;50.0;9.0;49.6;7.0
5.0;62.0;8.0;65.0;6.0
6.0;38.0;2.0;50.4;7.0
9.0;76.0;8.0;69.4;5.0
9.0;63.0;6.0;21.8;8.0
4.0;50.0;5.0;46.5;2.0
10.0;81.0;4.0;32.8;5.0
10.0;79.0;2.0;15.7;8.0
8.0;86.0;9.0;26.9;8.0
5.0;60.0;9.0;19.6;3.0
9.0;79.0;9.0;54.9;7.0
7.0;76.0;5.0;20.2;7.0
7.0;40.0;5.0;65.5;6.0
6.0;59.0;7.0;57.9;7.0
8.0;67.0;2.0;22.7;1.0
7.0;61.0;7.0;67.1;7.0
8.0;64.0;8.0;16.1;3.0
7.0;39.0;6.0;50.8;7.0
3.0;58.0;7.0;17.4;4.0
2.0;52.0;6.0;15.6;8.0
7.0;52.0;1.0;71.8;6.0
9.0;62.0;6.0;15.1;4.0
4.0;81.0;9.0;39.7;7.0
3.0;68.0;1.0;62.4;4.0
2.0;63.0;1.0;42.6;4.0
6.0;77.0;5.0;30.4;2.0
7.0;52.0;10.0;64.7;8.0
5.0;75.0;3.0;49.2;5.0
9.0;48.0;10.0;24.3;5.0
3.0;55.0;6.0;48.5;1.0
7.0;71.0;10.0;32.4;1.0
9.0;74.0;4.0;29.2;8.0
2.0;70.0;4.0;42.7;7.0
7.0;75.0;2.0;46.1;1.0
2.0;44.0;2.0;57.9;7.0
10.0;80.0;1.0;60.5;1.0
3.0;70.0;2.0;45.7;5.0
7.0;80.0;2.0;39.0;3.0
8.0;55.0;9.0;41.9;7.0
6.0;75.0;10.0;57.5;8.0
7.0;50.0;5.0;37.7;2.0
2.0;67.0;2.0;60.1;8.0
7.0;55.0;5.0;43.4;4.0
2.0;79.0;5.0;27.2;6.0
6.0;43.0;6.0;57.0;2.0
5.0;60.0;7.0;28.5;7.0
7.0;51.0;3.0;29.6;3.0
10.0;47.0;1.0;38.5;3.0
2.0;51.0;4.0;41.4;3.0
10.0;80.0;2.0;27.5;8.0
7.0;71.0;4.0;55.0;6.0
4.0;89.0;7.0;69.2;3.0
3.0;55.0;7.0;26.1;4.0
7.0;75.0;7.0;37.7;7.0
6.0;75.0;7.0;57.9;5.0
4.0;57.0;4.0;31.9;4.0
9.0;87.0;4.0;31.2;8.0
4.0;67.0;6.0;28.4;8.0
5.0;51.0;10.0;22.2;7.0
5.0;75.0;8.0;71.9;8.0
10.0;42.0;2.0;52.0;5.0
10.0;87.0;3.0;55.0;4.0
7.0;66.0;3.0;44.7;7.0
2.0;60.0;8.0;54.1;8.0
5.0;85.0;10.0;29.1;7.0
7.0;69.0;5.0;35.0;6.0
5.0;42.0;10.0;66.9;7.0
5.0;87.0;3.0;51.3;1.0
6.0;60.0;2.0;59.2;2.0
2.0;44.0;10.0;41.1;4.0
8.0;67.0;3.0;69.5;7.0
7.0;58.0;9.0;45.5;5.0
9.0;78.0;7.0;63.5;8.0
7.0;82.0;2.0;19.0;1.0
4.0;54.0;3.0;71.0;6.0
6.0;87.0;5.0;64.7;2.0
6.0;40.0;5.0;15.2;6.0
2.0;89.0;1.0;66.1;5.0
3.0;63.0;5.0;44.0;3.0
9.0;42.0;8.0;30.4;3.0
7.0;56.0;5.0;16.4;7.0
2.0;86.0;7.0;55.8;6.0
4.0;74.0;8.0;48.2;4.0
7.0;39.0;9.0;59.0;2.0
4.0;39.0;10.0;23.0;8.0
4.0;45.0;7.0;31.5;1.0
3.0;46.0;8.0;41.6;2.0
2.0;63.0;10.0;48.5;1.0
9.0;61.0;6.0;43.3;1.0
9.0;55.0;8.0;68.1;4.0
2.0;39.0;6.0;61.5;2.0
3.0;69.0;4.0;39.8;4.0
2.0;85.0;6.0;33.0;5.0
2.0;85.0;1.0;20.5;1.0
3.0;51.0;4.0;71.2;6.0
10.0;86.0;1.0;19.0;4.0
2.0;68.0;9.0;51.0;6.0
8.0;86.0;10.0;59.3;2.0
4.0;90.0;8.0;70.0;4.0
7.0;47.0;8.0;28.2;7.0
6.0;56.0;1.0;67.0;1.0
8.0;65.0;10.0;28.0;3.0
4.0;79.0;10.0;15.5;3.0
9.0;83.0;4.0;66.9;3.0
10.0;60.0;3.0;68.6;1.0
3.0;40.0;9.0;68.9;7.0
2.0;62.0;1.0;68.4;3.0
4.0;77.0;10.0;31.2;3.0
5.0;63.0;3.0;40.3;2.0
2.0;61.0;3.0;27.7;7.0
9.0;69.0;1.0;28.4;3.0
7.0;66.0;4.0;71.0;6.0
7.0;46.0;8.0;59.8;2.0
8.0;72.0;4.0;66.0;4.0
10.0;46.0;2.0;34.3;3.0
6.0;86.0;3.0;59.7;1.0
9.0;65.0;10.0;32.4;1.0
4.0;67.0;7.0;69.8;1.0
4.0;50.0;1.0;32.5;5.0
8.0;48.0;5.0;36.8;2.0
3.0;89.0;4.0;40.4;5.0
8.0;46.0;6.0;36.4;7.0
3.0;66.0;5.0;69.4;1.0
7.0;64.0;10.0;36.2;7.0
4.0;75.0;7.0;30.8;6.0
6.0;39.0;2.0;18.7;1.0
9.0;72.0;2.0;67.1;3.0
2.0;59.0;8.0;41.1;3.0
2.0;75.0;1.0;32.6;5.0
5.0;86.0;10.0;30.7;7.0
8.0;56.0;4.0;42.1;4.0
8.0;77.0;1.0;31.9;8.0
3.0;85.0;7.0;72.3;8.0
6.0;77.0;3.0;63.6;3.0
7.0;71.0;7.0;25.8;4.0
6.0;42.0;2.0;35.9;5.0
9.0;47.0;7.0;62.8;3.0
8.0;40.0;7.0;19.3;6.0
6.0;57.0;4.0;55.4;2.0
8.0;71.0;1.0;19.1;1.0
7.0;68.0;3.0;31.6;6.0
9.0;68.0;5.0;38.7;6.0
4.0;62.0;6.0;22.0;4.0
8.0;67.0;8.0;36.2;2.0
10.0;61.0;8.0;56.5;6.0
3.0;64.0;10.0;37.3;4.0
7.0;71.0;4.0;22.0;4.0
7.0;48.0;3.0;59.9;7.0
2.0;85.0;8.0;32.8;5.0
10.0;66.0;5.0;45.1;8.0
8.0;42.0;8.0;54.8;5.0
6.0;72.0;1.0;26.6;1.0
2.0;61.0;9.0;16.3;3.0
7.0;69.0;3.0;64.8;2.0
6.0;56.0;2.0;70.2;6.0
8.0;86.0;8.0;34.4;7.0
9.0;84.0;1.0;54.9;7.0
5.0;44.0;1.0;51.0;7.0
2.0;45.0;8.0;36.1;1.0
6.0;49.0;7.0;70.5;4.0
2.0;69.0;5.0;63.3;2.0
9.0;54.0;4.0;71.2;6.0
9.0;50.0;6.0;67.9;3.0
3.0;87.0;7.0;27.5;5.0
5.0;55.0;1.0;32.9;4.0
6.0;47.0;5.0;69.3;5.0
8.0;55.0;10.0;69.5;5.0
7.0;66.0;9.0;24.3;8.0
7.0;59.0;9.0;68.9;4.0
4.0;79.0;7.0;57.4;1.0
3.0;64.0;4.0;63.0;5.0
4.0;71.0;5.0;39.1;1.0
7.0;47.0;3.0;20.6;5.0
6.0;86.0;9.0;59.8;6.0
2.0;43.0;7.0;44.2;2.0
2.0;52.0;7.0;23.1;4.0
3.0;58.0;4.0;51.5;5.0
9.0;45.0;10.0;57.0;3.0
10.0;84.0;1.0;26.1;2.0
5.0;87.0;2.0;37.7;3.0
3.0;89.0;1.0;60.6;8.0
4.0;48.0;1.0;45.8;4.0
5.0;39.0;2.0;30.2;2.0
7.0;71.0;9.0;52.3;3.0
5.0;73.0;1.0;57.8;5.0
8.0;51.0;5.0;27.2;5.0
9.0;89.0;8.0;59.1;8.0
9.0;43.0;5.0;57.3;2.0
9.0;46.0;2.0;60.8;5.0
5.0;60.0;1.0;69.9;8.0
4.0;46.0;5.0;29.6;6.0
6.0;64.0;5.0;63.0;1.0
7.0;69.0;1.0;15.7;5.0
2.0;82.0;2.0;54.6;8.0
6.0;78.0;8.0;49.1;6.0
7.0;40.0;2.0;52.1;4.0
4.0;48.0;1.0;41.5;8.0
9.0;48.0;1.0;31.6;5.0
8.0;39.0;4.0;57.6;3.0
5.0;44.0;6.0;20.9;3.0
6.0;79.0;1.0;27.7;3.0
9.0;45.0;10.0;39.0;8.0
10.0;62.0;8.0;69.8;5.0
9.0;80.0;8.0;72.2;7.0
4.0;64.0;2.0;72.3;8.0
4.0;56.0;6.0;63.7;7.0
2.0;75.0;4.0;20.9;4.0
2.0;55.0;2.0;61.4;6.0
5.0;64.0;2.0;64.8;3.0
2.0;63.0;4.0;69.8;1.0
5.0;72.0;7.0;53.5;3.0
2.0;86.0;9.0;55.7;3.0
8.0;60.0;6.0;63.1;6.0
3.0;51.0;10.0;37.5;1.0
6.0;54.0;1.0;46.9;8.0
6.0;44.0;3.0;45.9;7.0
2.0;69.0;5.0;19.3;5.0
6.0;77.0;3.0;59.5;1.0
7.0;50.0;2.0;65.5;2.0
4.0;46.0;8.0;18.7;5.0
2.0;59.0;10.0;49.4;5.0
8.0;87.0;6.0;29.3;5.0
5.0;42.0;7.0;47.0;8.0
5.0;78.0;3.0;62.0;1.0
5.0;79.0;2.0;39.0;3.0
4.0;42.0;10.0;65.2;8.0
7.0;52.0;7.0;56.9;7.0
6.0;72.0;4.0;69.4;7.0
9.0;49.0;1.0;57.3;7.0
6.0;90.0;8.0;24.4;5.0
2.0;57.0;1.0;16.1;6.0
10.0;43.0;9.0;22.3;3.0
10.0;53.0;3.0;47.7;8.0
8.0;68.0;3.0;29.4;7.0
8.0;55.0;5.0;48.7;4.0
10.0;38.0;3.0;53.9;3.0
9.0;79.0;10.0;23.2;2.0
5.0;40.0;10.0;47.9;8.0
10.0;57.0;2.0;21.7;2.0
9.0;46.0;6.0;50.8;4.0
3.0;65.0;4.0;48.0;5.0
7.0;50.0;10.0;49.6;6.0
6.0;46.0;4.0;43.3;7.0
3.0;68.0;10.0;34.4;2.0
5.0;57.0;3.0;30.4;2.0
2.0;45.0;2.0;56.2;7.0
5.0;64.0;8.0;34.3;8.0
6.0;52.0;10.0;62.1;2.0
8.0;64.0;3.0;25.4;8.0
2.0;87.0;8.0;58.9;1.0
4.0;41.0;6.0;18.6;3.0
9.0;66.0;2.0;28.7;8.0
6.0;85.0;1.0;46.8;7.0
7.0;54.0;9.0;71.0;4.0
2.0;46.0;5.0;43.8;8.0
9.0;58.0;5.0;33.3;6.0
9.0;82.0;8.0;34.9;5.0
10.0;48.0;3.0;30.7;3.0
8.0;44.0;1.0;27.5;5.0
9.0;80.0;3.0;65.0;7.0
4.0;43.0;6.0;37.5;5.0
5.0;38.0;3.0;17.8;4.0
6.0;47.0;4.0;37.4;6.0
6.0;86.0;10.0;71.6;5.0
10.0;41.0;10.0;54.3;5.0
2.0;39.0;3.0;67.9;1.0
9.0;87.0;6.0;47.8;3.0
9.0;72.0;9.0;15.1;3.0
7.0;47.0;2.0;72.2;7.0
6.0;44.0;10.0;62.7;3.0
4.0;84.0;1.0;20.2;4.0
2.0;61.0;3.0;65.6;6.0
4.0;66.0;4.0;54.4;8.0
7.0;90.0;3.0;56.4;6.0
8.0;83.0;10.0;69.4;4.0
3.0;74.0;3.0;70.6;7.0
7.0;90.0;8.0;70.8;5.0
3.0;83.0;1.0;51.9;3.0
3.0;42.0;1.0;61.3;5.0
3.0;86.0;9.0;42.6;7.0
6.0;71.0;1.0;69.2;2.0
8.0;45.0;3.0;45.9;4.0
7.0;67.0;10.0;45.3;4.0
5.0;56.0;8.0;24.7;3.0
9.0;90.0;4.0;21.7;7.0
3.0;81.0;9.0;33.5;4.0
6.0;57.0;8.0;22.7;2.0
3.0;88.0;6.0;35.6;6.0
3.0;74.0;7.0;31.0;4.0
7.0;42.0;9.0;49.1;8.0
3.0;77.0;3.0;61.6;3.0
8.0;70.0;7.0;62.6;3.0
6.0;74.0;2.0;18.4;3.0
6.0;79.0;3.0;39.6;8.0
9.0;59.0;3.0;58.0;2.0
3.0;65.0;6.0;66.9;7.0
3.0;45.0;1.0;15.0;5.0
6.0;66.0;5.0;55.2;2.0
7.0;67.0;9.0;29.1;6.0
10.0;79.0;1.0;24.8;1.0
2.0;87.0;9.0;53.3;5.0
5.0;52.0;6.0;30.5;2.0
4.0;48.0;2.0;23.8;6.0
4.0;59.0;2.0;71.0;1.0
3.0;90.0;1.0;70.4;1.0
7.0;78.0;6.0;48.0;5.0
4.0;79.0;10.0;55.7;7.0
10.0;62.0;3.0;39.6;8.0
5.0;77.0;3.0;22.5;5.0
2.0;60.0;10.0;29.4;2.0
8.0;85.0;7.0;68.6;5.0
5.0;52.0;4.0;19.1;8.0
2.0;49.0;6.0;72.0;8.0
9.0;75.0;3.0;46.0;8.0
10.0;56.0;8.0;22.9;7.0
6.0;87.0;3.0;30.6;7.0
7.0;58.0;2.0;37.9;1.0
4.0;45.0;1.0;39.5;2.0
2.0;85.0;5.0;35.4;8.0
2.0;77.0;2.0;57.5;2.0
4.0;84.0;5.0;25.3;7.0
9.0;66.0;10.0;67.6;2.0
3.0;44.0;6.0;16.7;8.0
7.0;61.0;2.0;47.9;2.0
5.0;61.0;6.0;48.8;1.0
2.0;52.0;3.0;52.8;5.0
3.0;43.0;1.0;33.9;1.0
9.0;77.0;1.0;63.1;8.0
3.0;60.0;5.0;54.6;6.0
3.0;58.0;9.0;45.1;3.0
7.0;62.0;8.0;21.7;7.0
8.0;86.0;2.0;65.9;8.0
3.0;49.0;2.0;46.4;4.0
4.0;82.0;6.0;46.8;2.0
6.0;45.0;4.0;54.2;2.0
5.0;87.0;2.0;39.3;8.0
8.0;79.0;10.0;16.2;6.0
7.0;63.0;10.0;56.1;6.0
5.0;84.0;10.0;48.2;4.0
4.0;41.0;3.0;56.2;5.0
5.0;69.0;5.0;67.5;5.0
5.0;49.0;2.0;17.8;8.0
2.0;43.0;5.0;61.3;8.0
10.0;83.0;3.0;68.7;4.0
7.0;41.0;7.0;70.6;5.0
4.0;72.0;1.0;67.7;7.0
8.0;76.0;7.0;59.7;7.0
5.0;68.0;2.0;28.1;6.0
9.0;38.0;5.0;66.7;4.0
6.0;60.0;9.0;23.8;5.0
5.0;57.0;2.0;53.1;3.0
9.0;43.0;2.0;48.2;1.0
2.0;48.0;1.0;56.6;1.0
10.0;82.0;4.0;65.3;4.0
4.0;40.0;8.0;68.7;8.0
8.0;45.0;4.0;68.4;6.0
6.0;75.0;2.0;25.4;5.0
3.0;62.0;2.0;32.5;3.0
5.0;46.0;2.0;22.6;2.0
2.0;82.0;8.0;31.3;3.0
5.0;42.0;9.0;42.6;4.0
3.0;87.0;4.0;53.2;8.0
9.0;53.0;8.0;53.4;1.0
3.0;67.0;9.0;62.7;4.0
5.0;68.0;10.0;56.1;1.0
2.0;87.0;5.0;35.3;6.0
9.0;61.0;6.0;46.3;5.0
3.0;49.0;9.0;65.1;4.0
3.0;42.0;5.0;44.0;7.0
7.0;56.0;7.0;19.4;4.0
5.0;84.0;6.0;23.5;7.0
8.0;47.0;9.0;44.4;6.0
7.0;78.0;4.0;19.4;3.0
2.0;72.0;7.0;27.6;5.0
3.0;89.0;1.0;57.7;1.0
8.0;71.0;7.0;43.5;5.0
5.0;44.0;2.0;38.2;3.0
4.0;56.0;5.0;52.1;5.0
7.0;43.0;2.0;50.7;1.0
9.0;63.0;1.0;69.6;2.0
5.0;80.0;9.0;38.1;8.0
6.0;52.0;10.0;41.1;5.0
10.0;57.0;4.0;24.8;8.0
9.0;87.0;1.0;39.5;8.0
7.0;63.0;5.0;59.5;5.0
4.0;60.0;5.0;61.1;5.0
8.0;65.0;10.0;17.2;7.0
10.0;90.0;9.0;47.1;8.0
9.0;57.0;10.0;47.9;6.0
4.0;82.0;8.0;37.4;4.0
8.0;89.0;10.0;36.9;4.0
7.0;66.0;6.0;22.0;6.0
8.0;45.0;7.0;60.0;6.0
8.0;85.0;4.0;58.1;4.0
2.0;55.0;1.0;23.8;1.0
5.0;77.0;4.0;20.6;6.0
6.0;40.0;6.0;43.1;2.0
4.0;65.0;7.0;42.9;2.0
4.0;67.0;2.0;33.5;5.0
10.0;46.0;4.0;60.9;3.0
6.0;59.0;10.0;19.4;2.0
2.0;58.0;7.0;38.5;7.0
5.0;39.0;4.0;46.3;4.0
5.0;59.0;1.0;64.7;6.0
10.0;87.0;8.0;15.7;5.0
5.0;77.0;8.0;43.0;1.0
4.0;62.0;5.0;46.9;7.0
9.0;55.0;7.0;16.6;4.0
3.0;70.0;5.0;67.9;7.0
8.0;43.0;1.0;58.3;4.0
6.0;58.0;6.0;49.8;6.0
2.0;51.0;8.0;29.6;8.0
6.0;38.0;5.0;70.7;6.0
3.0;50.0;9.0;63.3;2.0
2.0;62.0;3.0;21.8;5.0
10.0;38.0;5.0;52.6;6.0
10.0;55.0;1.0;26.1;1.0
5.0;46.0;1.0;57.4;6.0
3.0;66.0;10.0;54.9;4.0
9.0;45.0;8.0;37.4;1.0
3.0;64.0;1.0;30.8;1.0
6.0;85.0;8.0;37.0;7.0
10.0;90.0;1.0;42.9;1.0
10.0;89.0;9.0;32.9;1.0
6.0;44.0;3.0;72.3;6.0
2.0;46.0;7.0;59.1;2.0
10.0;42.0;9.0;71.4;5.0
2.0;66.0;1.0;45.8;6.0
6.0;49.0;1.0;29.9;1.0
8.0;52.0;9.0;58.4;1.0
9.0;62.0;1.0;40.0;4.0
10.0;71.0;1.0;29.8;7.0
7.0;39.0;8.0;18.6;8.0
2.0;62.0;4.0;25.9;8.0
9.0;86.0;5.0;61.0;2.0
2.0;63.0;10.0;33.1;7.0
5.0;54.0;9.0;28.1;2.0
8.0;77.0;3.0;61.7;6.0
3.0;64.0;3.0;43.6;8.0
8.0;77.0;4.0;23.0;2.0
4.0;85.0;9.0;24.3;4.0
4.0;82.0;5.0;40.9;4.0
5.0;87.0;8.0;50.2;1.0
10.0;76.0;10.0;30.4;4.0
3.0;49.0;9.0;69.1;7.0
10.0;69.0;4.0;46.1;4.0
6.0;77.0;9.0;72.7;3.0
3.0;38.0;2.0;33.0;4.0
7.0;57.0;9.0;48.9;5.0
4.0;52.0;8.0;35.7;8.0
3.0;52.0;7.0;38.9;3.0
8.0;83.0;4.0;33.6;2.0
6.0;48.0;10.0;61.6;5.0
8.0;46.0;4.0;72.8;7.0
3.0;56.0;2.0;26.9;3.0
9.0;74.0;6.0;21.9;1.0
9.0;41.0;3.0;40.4;3.0
3.0;51.0;8.0;66.9;6.0
3.0;49.0;4.0;57.5;2.0
6.0;69.0;4.0;57.9;6.0
