"","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"16877",3501100280,"20150329T000000",460000,2,1,850,4650,1,0,0,3,7,850,0,1975,0,98117,47.6926,-122.365,980,4700
"16879",126039413,"20140710T000000",469000,5,2.5,2690,11745,1,0,0,3,8,1790,900,1960,0,98177,47.7708,-122.362,2670,7905
"16880",461001435,"20140610T000000",566000,4,1.75,2440,5000,1,0,0,3,8,1340,1100,1954,0,98117,47.6823,-122.371,2170,5000
"16886",2025701060,"20141117T000000",264500,3,2.25,1370,7087,2,0,0,3,7,1370,0,1993,0,98038,47.3504,-122.035,1400,6600
"16887",7922900250,"20140520T000000",507500,3,2,2020,8118,1,0,0,3,7,1020,1000,1963,0,98008,47.5866,-122.118,1670,8118
"16906",7518503220,"20141028T000000",520000,2,1.5,1840,3825,1,0,0,3,8,1040,800,1928,0,98117,47.6808,-122.38,1290,5100
"16911",8121100415,"20140530T000000",735000,4,3,2840,4120,1.5,0,0,4,8,2060,780,1931,0,98118,47.5683,-122.283,1840,5871
"16914",1592000050,"20140905T000000",655000,4,2.5,2370,9517,1,0,0,3,9,1630,740,1984,0,98074,47.6222,-122.034,2440,9035
"16918",421079142,"20140509T000000",415000,4,2.25,3060,48787,2,0,0,3,8,3060,0,1992,0,98010,47.3397,-121.918,2090,48787
"16929",3410600080,"20140709T000000",734950,4,3.25,4280,47179,2,0,0,3,10,3050,1230,2002,0,98092,47.3017,-122.127,2820,43401
"16932",5016002275,"20140602T000000",610000,5,2.5,3990,3839,1,0,0,4,8,1990,2000,1962,0,98112,47.6236,-122.299,2090,5000
"16935",1330900050,"20150421T000000",550000,3,2.25,1850,37264,2,0,0,3,8,1850,0,1981,0,98053,47.6486,-122.035,2390,36036
"16939",4222310680,"20140926T000000",240000,3,2,1030,11118,1,0,0,5,7,1030,0,1970,0,98003,47.3463,-122.308,1300,7920
"16944",7202360430,"20140701T000000",920000,4,3.5,4080,10666,2,0,0,3,9,4080,0,2005,0,98053,47.6818,-122.023,3920,8154
"16949",9274201809,"20141119T000000",542500,3,2.5,1920,1649,2.5,0,0,3,8,1600,320,2004,0,98116,47.5901,-122.388,1650,3053
"16978",3205200480,"20150415T000000",421000,3,1.75,1100,8662,1,0,0,5,7,1100,0,1964,0,98056,47.5368,-122.173,1100,9240
"16988",8161020050,"20141203T000000",445000,3,2.5,2690,21883,2,0,0,3,8,2690,0,1994,0,98014,47.6462,-121.904,2370,21781
"16999",9297301190,"20140513T000000",413000,4,1,1410,6000,1,0,0,3,7,810,600,1925,0,98126,47.566,-122.373,1500,4800
"17006",3904902630,"20140603T000000",720000,4,2.5,2870,12648,2,0,0,4,9,2870,0,1986,0,98029,47.5632,-122.017,2560,12648
"17008",3300701440,"20140729T000000",409000,2,1.75,1480,4000,1,0,0,4,6,740,740,1925,0,98117,47.6916,-122.38,1060,4000
"17014",2225039130,"20140625T000000",957000,5,3.25,3160,5000,2,0,2,3,10,2180,980,2005,0,98199,47.6464,-122.405,3160,5746
"17016",3956100190,"20141121T000000",488000,3,1.75,2180,14734,2,0,0,3,9,2180,0,1990,0,98045,47.4831,-121.767,2300,21618
"17031",3354400545,"20140715T000000",190000,4,2.5,1840,13493,2,0,0,3,7,1840,0,1994,0,98001,47.2649,-122.242,1430,11463
"17036",2260800170,"20140718T000000",710000,3,2.25,3130,65775,2,0,0,4,8,3130,0,1978,0,98027,47.5462,-122.085,3130,72309
"17050",8663310010,"20141226T000000",455000,3,2.5,1980,7309,2,0,0,3,7,1980,0,1993,0,98034,47.7257,-122.172,2060,9681
"17057",4037000470,"20150316T000000",550000,3,1.75,1440,8957,1,0,0,4,7,1440,0,1957,0,98008,47.6008,-122.118,1340,8780
"17063",7852190630,"20150417T000000",6e+05,4,2.5,2710,6474,2,0,0,3,8,2710,0,2004,0,98065,47.5383,-121.878,2870,6968
"17065",3013300660,"20141028T000000",550000,3,2.25,2090,8095,2,0,2,3,10,2090,0,1988,0,98136,47.5287,-122.385,1940,5635
"17068",8651402750,"20150430T000000",219950,3,1.5,1210,5200,1,0,0,5,6,1210,0,1969,0,98042,47.3615,-122.087,1120,5200
"17071",766900250,"20150402T000000",406000,3,1.75,1270,6017,1,0,0,4,7,1030,240,1990,0,98028,47.737,-122.225,1630,7381
"17076",1504800050,"20150312T000000",750000,3,2.5,3280,6750,2,0,1,3,9,2440,840,2001,0,98126,47.5219,-122.38,1770,6387
"17084",9414500480,"20150407T000000",503000,3,1.75,2070,9827,1,0,0,4,7,1420,650,1967,0,98027,47.522,-122.05,2150,9827
"17100",2919201365,"20140616T000000",650000,4,2.75,2610,4160,3,0,0,5,8,1910,700,1910,0,98103,47.6901,-122.357,1470,4140
"17107",3279000420,"20150115T000000",233000,3,1.75,1460,7800,1,0,0,2,7,1040,420,1979,0,98023,47.3035,-122.382,1310,7865
"17115",5152960080,"20141210T000000",375000,3,2.75,2200,9600,1,0,3,4,8,1570,630,1977,0,98003,47.3438,-122.323,2680,9896
"17116",7696500280,"20141027T000000",182500,3,1,910,7194,1,0,0,4,7,910,0,1971,0,98001,47.3337,-122.275,1530,7200
"17125",5581400080,"20140618T000000",770000,4,2.5,3210,14910,2,0,0,3,10,3210,0,1995,0,98074,47.6073,-122.062,3280,14910
"17127",5379806590,"20150430T000000",280000,3,1.5,1430,8861,1,0,0,3,7,1430,0,1956,0,98188,47.4454,-122.289,1080,9425
"17134",6143000020,"20141027T000000",175000,3,1.75,1910,17003,1.5,0,0,4,8,1910,0,1963,0,98001,47.3095,-122.283,1820,14806
"17144",6662410250,"20150321T000000",480000,4,2.25,2230,11200,1,0,0,4,7,1300,930,1977,0,98011,47.7691,-122.167,2090,10563
"17145",1053000010,"20150421T000000",465000,3,1.5,1280,4720,1,0,0,4,7,850,430,1941,0,98126,47.5509,-122.377,1280,4720
"17150",3905100630,"20140716T000000",5e+05,3,2.25,1710,4561,2,0,0,4,8,1710,0,1994,0,98029,47.5691,-122.004,1810,4770
"17154",4027700006,"20150409T000000",405000,4,2.5,2670,20894,2,0,0,3,9,2330,340,2002,0,98155,47.7735,-122.281,2440,15815
"17171",1498303895,"20140729T000000",630000,4,2,2670,3240,1.5,0,0,4,9,1780,890,1930,0,98144,47.5841,-122.294,1820,4000
"17188",7202340190,"20150219T000000",531800,3,2.5,1930,5344,2,0,0,3,7,1930,0,2004,0,98053,47.6783,-122.032,2410,5080
"17192",2624079028,"20141027T000000",997950,4,3.5,4270,117176,2,0,0,3,9,4270,0,2008,0,98024,47.5352,-121.883,2610,5251
"17202",1552800280,"20140918T000000",298950,5,2.25,2300,11505,1,0,0,3,8,1300,1000,1963,0,98030,47.3812,-122.223,2350,11505
"17203",2423020010,"20150316T000000",525000,3,1.75,1330,8136,1,0,0,4,7,1330,0,1977,0,98033,47.7001,-122.173,1330,8136
"17207",7016300050,"20140723T000000",420000,4,2.5,2030,8100,1,0,0,3,7,1150,880,1973,0,98034,47.7404,-122.186,1770,8071
"17220",1284000010,"20140805T000000",330000,4,1.75,1550,50094,1,0,3,4,6,1550,0,1967,0,98022,47.2194,-122.059,1720,50094
"17227",5706201470,"20150428T000000",525000,3,2.25,1960,12350,1,0,0,4,7,1960,0,1961,0,98027,47.5247,-122.052,1920,13608
"17251",1442700430,"20140808T000000",499950,5,2.5,3180,23809,1,0,0,3,9,3180,0,1978,0,98038,47.3727,-122.054,2500,15778
"17265",4068300280,"20140708T000000",255000,3,1.75,1550,9720,1,0,0,3,7,1050,500,1976,0,98010,47.3433,-122.037,1550,9750
"17275",7893801760,"20141117T000000",368000,3,1.75,2120,11340,1,0,3,4,7,1060,1060,1966,0,98198,47.4109,-122.329,1830,8650
"17279",2769602135,"20140813T000000",435000,3,2,1380,2500,1,0,0,3,7,750,630,1986,0,98107,47.6753,-122.363,1630,3800
"17287",9421500130,"20140616T000000",378000,5,2.5,2760,8015,1,0,0,4,8,1600,1160,1960,0,98125,47.7255,-122.297,460,18000
"17300",1453600182,"20140528T000000",285000,2,1,800,6240,1,0,0,3,6,800,0,1954,0,98125,47.7257,-122.296,1530,8000
"17313",3585901025,"20140613T000000",1735000,3,2.5,4310,32093,1.5,0,4,5,10,2510,1800,1982,0,98177,47.7624,-122.38,3810,26400
"17330",4168100020,"20141204T000000",209950,3,1,1660,8800,1,0,0,4,7,960,700,1963,0,98023,47.3212,-122.352,1370,10112
"17332",7852010950,"20141020T000000",543500,4,2.5,2550,5835,2,0,0,3,8,2550,0,1998,0,98065,47.5373,-121.87,2420,5817
"17333",2395710010,"20140605T000000",376000,4,2.75,2420,5773,2,0,0,3,8,2420,0,2005,0,98038,47.3772,-122.029,2420,6200
"17345",6446200305,"20140623T000000",715000,4,2.5,2650,30500,1,0,0,4,8,1680,970,1960,0,98029,47.5535,-122.028,2650,30500
"17356",3971700670,"20150314T000000",420000,5,2.5,2100,14395,1,0,0,3,7,1140,960,1983,0,98155,47.7723,-122.317,1830,8700
"17364",4067600255,"20140522T000000",398000,2,1,590,10945,1.5,0,0,3,5,590,0,1983,0,98010,47.3364,-122.033,2020,15180
"17387",7525900050,"20141205T000000",780000,3,2.25,2206,82031,1,0,2,3,6,866,1340,1983,0,98074,47.6302,-122.069,2590,53024
"17388",6413600290,"20140509T000000",252500,3,1,1030,6127,1,0,0,3,7,880,150,1947,0,98125,47.7192,-122.32,1610,6127
"17390",1088801350,"20150210T000000",525000,3,2.5,2320,9610,1,0,0,3,9,1730,590,1990,0,98011,47.7394,-122.204,2450,9608
"17398",6815100380,"20150514T000000",855000,3,1.75,1900,4000,1,0,0,3,7,1300,600,1965,0,98103,47.6854,-122.331,1880,4000
"17412",5459000305,"20150408T000000",648752,3,2.25,2060,9953,1,0,0,5,8,1070,990,1964,0,98040,47.5767,-122.233,2340,9600
"17414",5212000020,"20150324T000000",630100,4,2.75,1910,11356,1,0,0,5,7,1160,750,1977,0,98033,47.6999,-122.2,1770,11357
"17415",1825079005,"20140609T000000",739000,4,2.5,2800,246114,2,0,0,3,9,2800,0,1999,0,98014,47.6586,-121.962,2750,60351
"17418",7853300020,"20150320T000000",475000,5,2.75,3100,5298,2,0,0,3,7,3100,0,2007,0,98065,47.5369,-121.887,2440,5250
"17426",480000170,"20140627T000000",480000,2,1,1500,3420,1,0,0,3,7,1500,0,1902,0,98103,47.661,-122.338,2050,3420
"17437",6093900280,"20140507T000000",209950,3,1.5,1380,11130,1,0,0,3,7,1380,0,1960,0,98003,47.3146,-122.323,1380,9200
"17443",1592000130,"20141114T000000",577500,3,2.5,2280,10879,2,0,0,3,9,2280,0,1984,0,98074,47.6217,-122.034,2400,9536
"17474",6070800050,"20150213T000000",710000,3,2.5,2330,9160,2,0,0,3,9,2330,0,1997,0,98006,47.5467,-122.181,2460,9160
"17484",7387500235,"20150317T000000",363000,3,1.75,1960,8136,1,0,0,3,7,980,980,1948,0,98106,47.5208,-122.364,1070,7480
"17494",2804600005,"20141219T000000",1050000,3,2,2090,4077,1.5,0,0,4,8,1530,560,1931,0,98112,47.6433,-122.3,2010,4132
"17506",2600130190,"20141107T000000",982000,4,2.5,2790,10289,2,0,0,3,9,2790,0,1987,0,98006,47.5483,-122.158,2650,10126
"17507",7985100190,"20150106T000000",248500,3,2.5,1360,7293,2,0,0,3,8,1360,0,1988,0,98003,47.3304,-122.302,1540,7353
"17512",513000585,"20140707T000000",631500,4,2,2530,5650,1.5,0,0,4,8,1910,620,1910,0,98116,47.5778,-122.382,1310,5750
"17513",1049010050,"20141219T000000",386100,3,2,1270,6760,1,0,0,5,7,1270,0,1972,0,98034,47.7381,-122.179,1550,5734
"17515",4206901435,"20150122T000000",650000,2,1.75,1450,4000,1.5,0,0,4,7,1350,100,1903,0,98105,47.6571,-122.326,1310,4000
"17520",7518502210,"20140530T000000",645500,2,1,1890,5202,1.5,0,0,4,7,1890,0,1909,0,98117,47.6786,-122.379,1670,5100
"17533",3326059238,"20150506T000000",5e+05,4,2.25,2050,7201,2,0,0,3,8,2050,0,1994,0,98033,47.7003,-122.165,1970,7350
"17558",4358700164,"20141113T000000",260000,2,1.5,980,1296,2,0,0,3,7,840,140,2001,0,98133,47.7075,-122.336,1100,1228
"17561",7015201015,"20141028T000000",879000,3,3,3030,5156,1.5,0,0,4,9,2080,950,1929,0,98119,47.647,-122.369,1910,5720
"17576",2537500040,"20150304T000000",763000,4,2.5,3220,7873,2,0,0,3,10,3220,0,1994,0,98075,47.5849,-122.03,2610,8023
"17590",7308900100,"20140619T000000",401000,4,1,1940,5753,1.5,0,0,3,7,1940,0,1947,0,98177,47.7188,-122.358,2170,6075
"17606",8651430220,"20140725T000000",183000,3,1,870,5200,1,0,0,5,6,870,0,1969,0,98042,47.3702,-122.078,870,5200
"17617",4036800900,"20140924T000000",447000,3,1,1310,7000,1,0,0,4,7,1310,0,1958,0,98008,47.6019,-122.123,1280,7300
"17628",1074100110,"20140525T000000",355300,3,2.5,1620,7410,1,0,0,5,7,1620,0,1955,0,98133,47.7708,-122.335,1450,8121
"17629",8000200090,"20150427T000000",280000,3,2.5,1610,10022,2,0,0,3,7,1610,0,1996,0,98003,47.2583,-122.3,1820,10017
"17637",8665900331,"20150130T000000",418000,3,1.75,1670,12075,1,0,0,3,7,1370,300,1958,0,98155,47.7681,-122.307,1800,12123
"17652",2115510300,"20141016T000000",246000,3,2.25,1440,10500,1,0,0,3,8,1130,310,1983,0,98023,47.318,-122.391,1510,8125
"17657",2481590090,"20141027T000000",598555,3,2.5,3040,7880,2,0,0,3,9,3040,0,2004,0,98056,47.5277,-122.184,3040,7880
"17665",7153400100,"20150219T000000",315000,3,2.75,1780,15114,1,0,0,3,7,1080,700,1980,0,98003,47.258,-122.305,1792,10155
"17672",8078430360,"20141216T000000",505000,3,2.5,1820,11012,2,0,0,3,8,1820,0,1988,0,98074,47.6358,-122.026,1860,7767
"17674",5419800090,"20141121T000000",217500,2,2,1070,8400,1,0,0,4,7,1070,0,1980,0,98031,47.4014,-122.186,1430,8190
"17677",1785400770,"20140825T000000",5e+05,4,2.25,1960,12436,2,0,0,3,8,1960,0,1984,0,98074,47.6276,-122.037,1960,12436
"17697",7611200195,"20150220T000000",709000,3,2,2360,18000,1,0,0,4,8,2180,180,1951,0,98177,47.7133,-122.367,2600,17300
"17705",3500100015,"20140812T000000",327500,2,1,830,8183,1,0,0,5,6,830,0,1950,0,98155,47.7366,-122.302,1180,8184
"17721",5101408835,"20140909T000000",559900,5,3,2200,6380,1,0,0,3,7,1440,760,1987,0,98125,47.7033,-122.322,1960,5800
"17728",1026069095,"20140624T000000",839000,3,2.5,3200,203425,1,0,0,3,10,3200,0,2000,0,98077,47.7614,-122.015,3200,203425
"17737",9264900880,"20140715T000000",263000,3,1.75,1790,7485,1,0,0,4,8,1330,460,1979,0,98023,47.3118,-122.34,1970,8097
"17742",6352600210,"20140611T000000",809950,4,2.5,3280,6181,2,0,0,3,10,3280,0,2001,0,98074,47.6484,-122.081,3110,7570
"17749",1951800040,"20140620T000000",488800,4,2.25,2170,9665,1,0,0,4,8,1300,870,1976,0,98006,47.5444,-122.165,2170,12054
"17750",7934000090,"20150225T000000",340000,2,1,690,5200,1,0,0,3,6,690,0,1918,0,98136,47.556,-122.395,1380,5700
"17751",50300090,"20140811T000000",398950,4,3,3000,10297,2,0,0,3,8,3000,0,2003,0,98042,47.3684,-122.073,2520,8366
"17780",9285800180,"20140626T000000",9e+05,4,3.5,3370,5000,2,0,2,3,8,2470,900,2008,0,98126,47.5714,-122.38,1820,5000
"17782",1819800042,"20141114T000000",460000,2,1,880,3300,1,0,0,4,7,880,0,1909,0,98107,47.6566,-122.36,1960,5500
"17792",8712100530,"20140813T000000",895000,4,2,1710,4178,1.5,0,0,4,8,1710,0,1926,0,98112,47.6373,-122.3,1760,4178
"17817",1036400100,"20141021T000000",6e+05,4,2.5,2360,13500,1,0,0,4,8,1780,580,1973,0,98052,47.6315,-122.103,2780,12400
"17826",2220069003,"20150223T000000",425000,3,2.75,1360,542322,1,0,2,4,7,1140,220,1955,0,98022,47.2069,-122.024,1700,60548
"17828",4139450360,"20140514T000000",950000,4,2.5,3320,7644,2,0,0,3,10,3320,0,1995,0,98006,47.5541,-122.106,3320,9472
"17846",7225000215,"20150407T000000",249500,2,1,900,4500,1,0,0,3,6,900,0,1951,0,98055,47.4881,-122.204,860,4500
"17859",3096000040,"20150430T000000",871000,5,1.75,2360,6150,1,0,0,5,7,1180,1180,1940,0,98107,47.6732,-122.4,2100,5500
"17863",8570900038,"20140811T000000",340000,3,2,1140,11620,1,0,0,3,7,1140,0,1994,0,98045,47.4991,-121.783,1140,8400
"17864",4379400490,"20140710T000000",675000,4,2.5,2390,5249,2,0,0,3,9,2390,0,2006,0,98074,47.6194,-122.026,2600,5342
"17865",952003575,"20140527T000000",480000,3,1,1150,4945,1,0,2,3,7,1150,0,1943,0,98126,47.5663,-122.379,1390,4945
"17872",2923049393,"20140813T000000",278000,4,2.25,2400,7738,1.5,0,0,3,8,2400,0,1964,0,98148,47.4562,-122.33,2170,8452
"17877",5700000245,"20140602T000000",540000,4,1.75,1720,4240,1.5,0,0,4,7,1460,260,1925,0,98144,47.579,-122.294,1930,4280
"17884",5100400315,"20140523T000000",379000,2,1,800,6380,1,0,2,3,7,800,0,1940,0,98115,47.691,-122.309,920,5940
"17885",3424069076,"20141013T000000",360000,2,1,930,6098,1,0,0,4,6,930,0,1919,0,98027,47.5289,-122.03,1730,9000
"17899",2917200475,"20150323T000000",430000,2,1,760,7114,1,0,0,3,6,760,0,1946,0,98103,47.7005,-122.352,780,7102
"17902",1796381120,"20140728T000000",219000,3,2,1090,7350,1,0,0,4,7,1090,0,1990,0,98042,47.3687,-122.085,1490,7741
"17906",5100402310,"20141212T000000",425000,2,1,1280,5026,1,0,2,4,8,1020,260,1951,0,98115,47.6938,-122.312,1540,6380
"17910",1535204365,"20141124T000000",428000,2,1.75,1980,44550,2,0,1,5,7,1280,700,1977,0,98070,47.4193,-122.444,1680,25343
"17915",2927600155,"20140722T000000",291750,3,2.25,1310,12825,1,0,0,3,7,1310,0,1950,2013,98166,47.4515,-122.368,1600,11250
"17929",7853210180,"20141002T000000",428000,3,2.5,2340,3466,2,0,0,3,7,2340,0,2004,0,98065,47.5322,-121.851,1970,3739
"17934",8732130940,"20140609T000000",213000,4,1.75,1980,9000,1,0,0,2,7,1480,500,1978,0,98023,47.3071,-122.381,1980,9360
"17942",8081020330,"20140729T000000",1320000,4,3.25,3470,11843,1,0,3,3,11,2270,1200,1989,0,98006,47.5513,-122.135,3910,13247
"17948",3500100208,"20141119T000000",290000,3,1,1470,8200,1,0,0,3,7,1040,430,1953,0,98155,47.7347,-122.302,1420,8200
"17963",2824069373,"20140515T000000",765000,5,3.75,3580,14275,2,0,0,3,10,3190,390,1999,0,98027,47.5322,-122.056,2740,14300
"17970",2817900100,"20150330T000000",450000,3,2.75,2840,39324,1,0,0,3,9,2200,640,1988,0,98092,47.3076,-122.101,2840,39413
"17974",4037200690,"20141208T000000",458450,4,1,1330,9715,1,0,0,4,7,970,360,1957,0,98008,47.6038,-122.122,1590,8400
"17978",3598600088,"20150109T000000",311000,4,2.5,2090,11645,1,0,0,3,7,1200,890,1962,0,98168,47.4759,-122.299,1450,9481
"17983",4039300490,"20140603T000000",4e+05,3,1.5,1200,4800,1,0,0,4,7,1200,0,1962,0,98007,47.6084,-122.136,1510,7668
"17999",2892600056,"20150106T000000",216000,2,1,1130,12500,1,0,0,4,7,1130,0,1953,0,98055,47.4514,-122.187,1270,10798
"18004",9826701765,"20140808T000000",715000,3,1,1610,7680,1,0,0,3,6,900,710,1956,0,98122,47.6038,-122.303,1940,2880
"18007",7224500375,"20140715T000000",305000,3,1,1030,5350,1,0,0,3,7,1030,0,1924,2009,98055,47.4905,-122.206,1030,5250
"18011",7234601198,"20140604T000000",742000,3,3.25,1540,704,3,0,0,3,9,1540,0,2011,0,98122,47.6177,-122.308,1540,1456
"18012",1931300110,"20140725T000000",7e+05,3,1,1570,4000,2,0,0,5,8,1570,0,1908,0,98103,47.6575,-122.346,1640,4000
"18054",8714600145,"20150401T000000",540000,2,1.75,1240,4120,1,0,0,4,7,890,350,1906,0,98105,47.6689,-122.314,1640,3740
"18080",2769600035,"20140807T000000",612000,4,2.5,2680,3626,1.5,0,3,4,7,1680,1000,1928,0,98107,47.6727,-122.361,1950,4500
"18088",1797500985,"20140902T000000",883000,4,2.25,2410,4000,2,0,0,5,8,1650,760,1910,0,98115,47.6727,-122.316,1820,4000
"18091",6163901380,"20141114T000000",244000,2,1,960,8450,1,0,0,5,6,960,0,1950,0,98155,47.755,-122.316,1090,8450
"18117",4326000220,"20141020T000000",321000,3,1,1290,9526,1.5,0,0,3,7,1290,0,1961,0,98034,47.7111,-122.213,1290,9508
"18122",5535600110,"20140618T000000",515500,4,2.5,2920,7700,2,0,0,3,9,2920,0,2003,0,98019,47.7351,-121.975,2920,8943
"18128",8682310220,"20140827T000000",765000,2,2.5,2170,6750,1,0,0,3,8,2170,0,2012,0,98053,47.7115,-122.014,2150,6074
"18152",4037000065,"20150414T000000",412000,3,1.5,1320,8000,1,0,0,3,7,1320,0,1957,0,98008,47.6027,-122.122,1720,8100
"18154",6703700025,"20141105T000000",373000,3,1.75,1850,9655,1,0,0,3,7,1100,750,1959,0,98155,47.7358,-122.319,1480,8683
"18160",4399200085,"20150305T000000",315000,4,2.25,2550,9736,1,0,0,4,8,2550,0,1967,0,98002,47.3193,-122.212,1770,9686
"18166",5141000571,"20140825T000000",267000,1,1,800,2480,1,0,0,4,6,800,0,1919,0,98108,47.5581,-122.316,1490,4650
"18175",9528102870,"20150304T000000",818900,3,1,1080,4120,1,0,0,3,7,980,100,1919,0,98115,47.6771,-122.319,1280,3090
"18183",3052700921,"20150211T000000",9e+05,6,3,2620,4350,1,0,0,3,7,1760,860,1957,0,98117,47.678,-122.373,1760,4300
"18191",9459200120,"20150304T000000",4e+05,3,2,1170,3868,1.5,0,0,4,7,1170,0,1925,0,98118,47.5543,-122.29,1400,3800
"18195",6365900065,"20140718T000000",334850,2,1,870,5635,1,0,0,3,7,870,0,1948,0,98116,47.5676,-122.398,1310,5750
"18198",3241600027,"20141006T000000",390000,2,1.5,1870,12960,1.5,0,0,4,6,1350,520,1926,0,98118,47.5234,-122.288,1380,7800
"18213",7931000053,"20141229T000000",362950,4,1.75,2140,159865,1,0,0,4,7,1140,1000,1960,0,98031,47.4235,-122.218,1830,15569
"18231",3021059175,"20150312T000000",235000,4,1.5,1920,11595,1,0,0,4,7,1920,0,1962,0,98002,47.2858,-122.212,1400,10550
"18242",3244500037,"20150406T000000",510000,3,2.5,2310,53578,1,0,0,4,8,1340,970,1981,0,98072,47.7677,-122.135,2660,49658
"18253",255520150,"20140902T000000",539000,3,2.5,2830,9972,2,0,0,3,9,2830,0,2006,0,98019,47.7382,-121.975,3557,9159
"18269",2422000067,"20150427T000000",230000,3,2.25,1830,11331,1,0,0,3,7,1250,580,1965,0,98001,47.2899,-122.287,2240,16433
"18293",4027701220,"20140828T000000",259000,3,2,1610,14046,2,0,0,3,7,1610,0,1933,1988,98028,47.7704,-122.264,2410,9000
"18303",6072800246,"20140702T000000",3300000,5,6.25,8020,21738,2,0,0,3,11,8020,0,2001,0,98006,47.5675,-122.189,4160,18969
"18304",5466700450,"20141015T000000",250000,4,1.75,1860,7350,1,0,0,4,7,1090,770,1977,0,98031,47.3979,-122.174,1710,7350
"18305",1425039029,"20140923T000000",1230000,5,4,4390,6656,2,0,0,3,9,2930,1460,2008,0,98199,47.648,-122.397,1560,6656
"18318",2652501513,"20140813T000000",539950,3,2,1560,3200,1.5,0,0,3,7,1560,0,1910,2007,98109,47.6398,-122.356,1240,3600
"18320",1250202990,"20140611T000000",881000,5,3,2510,4125,1.5,0,3,5,8,1590,920,1925,0,98144,47.5968,-122.29,2190,5415
"18324",1898600100,"20141124T000000",218250,3,1.5,1080,9774,1,0,0,3,7,1080,0,1968,0,98023,47.3155,-122.401,1190,9611
"18328",4218400175,"20150223T000000",1265000,3,1.75,2240,5657,1.5,0,2,4,8,1910,330,1941,0,98105,47.6621,-122.27,2970,5657
"18334",2820069048,"20150504T000000",468000,4,2.5,2480,176418,1.5,0,3,5,8,2480,0,1927,0,98022,47.1941,-122.038,1640,112384
"18340",8562890590,"20141003T000000",372000,3,2.5,2430,5000,2,0,0,3,8,2430,0,2001,0,98042,47.3786,-122.127,2910,5620
"18341",441000115,"20141209T000000",470000,2,1,900,5512,1,0,0,3,7,900,0,1947,0,98115,47.6877,-122.289,1270,5512
"18353",1545801500,"20140625T000000",246500,3,2.5,1620,7686,2,0,0,3,7,1620,0,1989,0,98038,47.3613,-122.053,1370,7686
"18363",8857320120,"20150310T000000",542000,2,2.25,1800,2819,2,0,2,4,9,1800,0,1979,0,98008,47.6104,-122.113,1800,2755
"18378",3438502731,"20150401T000000",323000,3,1.5,1720,7110,1,0,0,3,8,1720,0,1955,0,98106,47.5417,-122.355,1730,6840
"18385",4046710180,"20150325T000000",660000,3,3.5,3600,37982,2,0,0,4,8,3600,0,1996,0,98014,47.6982,-121.917,2050,18019
"18391",6639900176,"20141114T000000",551000,3,2.5,2010,17362,2,0,0,3,8,2010,0,1994,0,98033,47.6904,-122.176,1920,7200
"18395",1559900110,"20141223T000000",325000,3,2.25,1440,6443,2,0,0,3,7,1440,0,1995,0,98019,47.7471,-121.979,1700,6749
"18403",6329000385,"20140618T000000",825000,4,3.5,3810,9792,2,0,0,3,9,3810,0,1938,2013,98146,47.5018,-122.38,1950,9792
"18409",5244801255,"20150428T000000",705000,3,2.75,2260,4000,2,0,0,4,8,1540,720,1956,0,98109,47.6435,-122.353,2120,4000
"18444",8823901445,"20150313T000000",934000,9,3,2820,4480,2,0,0,3,7,1880,940,1918,0,98105,47.6654,-122.307,2460,4400
"18454",8898700820,"20140707T000000",170500,2,1,1060,7700,1,0,0,3,7,820,240,1981,0,98055,47.4599,-122.205,1370,8833
"18460",1402950100,"20141121T000000",305000,4,2.5,2430,5959,2,0,0,3,8,2430,0,2002,0,98092,47.3348,-122.19,2100,5414
"18462",2597530760,"20140623T000000",905000,5,3.5,3500,10155,2,0,0,3,10,2570,930,1996,0,98006,47.5415,-122.133,2940,10753
"18467",3995700245,"20140627T000000",285000,2,1,910,8155,1,0,0,4,6,910,0,1948,0,98155,47.7399,-122.3,1240,8155
"18468",1775900220,"20140922T000000",3e+05,3,1.5,1320,15053,1,0,0,3,7,1320,0,1979,0,98072,47.7405,-122.095,1250,13368
"18471",818500100,"20140603T000000",174500,2,2.5,1240,2689,2,0,0,3,7,1240,0,1986,0,98003,47.3236,-122.323,1430,3609
"18477",8598900157,"20150313T000000",263700,3,1,1200,6561,1,0,0,3,6,1200,0,1950,1968,98177,47.7763,-122.36,1340,9450
"18496",7732410220,"20140701T000000",808000,4,2.25,2500,8866,2,0,0,4,9,2500,0,1987,0,98007,47.6604,-122.146,2630,8847
"18510",9413600100,"20150219T000000",705640,3,2.25,2400,12350,1,0,0,4,8,1420,980,1968,0,98033,47.6533,-122.192,2615,12043
"18522",3600072,"20150330T000000",680000,4,2.75,2220,5310,1,0,0,5,7,1170,1050,1951,0,98144,47.5801,-122.294,1540,4200
"18524",1225039052,"20141112T000000",465000,3,3.25,1510,1850,2,0,2,3,8,1230,280,2001,0,98107,47.6683,-122.362,1540,1840
"18543",1560800110,"20140617T000000",580000,5,2,2700,10875,1,0,0,4,7,1540,1160,1962,0,98007,47.6163,-122.138,2040,7464
"18545",6151800300,"20150213T000000",625000,3,1.75,2700,18893,1,0,0,4,7,2110,590,1948,1983,98010,47.3397,-122.048,2260,17494
